96.000000,311.000000,4
161.000000,67.000000,9
429.000000,483.000000,9
332.000000,164.000000,8
160.000000,434.000000,9
344.000000,60.000000,10
61.000000,335.000000,10
333.000000,77.000000,7
177.000000,411.000000,7
128.000000,125.000000,8
238.000000,71.000000,5
253.000000,262.000000,6
302.000000,453.000000,3
236.000000,292.000000,4
30.000000,367.000000,7
282.000000,415.000000,9
53.000000,421.000000,9
85.000000,276.000000,6
412.000000,348.000000,5
280.000000,248.000000,7
60.000000,333.000000,10
491.000000,253.000000,4
365.000000,321.000000,5
101.000000,36.000000,8
97.000000,73.000000,5
385.000000,71.000000,2
450.000000,311.000000,6
465.000000,251.000000,5
491.000000,291.000000,8
94.000000,409.000000,3
25.000000,155.000000,1
145.000000,35.000000,3
474.000000,125.000000,5
460.000000,84.000000,5
12.000000,273.000000,6
135.000000,35.000000,4
293.000000,105.000000,10
284.000000,293.000000,9
11.000000,66.000000,10
21.000000,36.000000,3
469.000000,98.000000,10
93.000000,342.000000,7
446.000000,104.000000,6
24.000000,193.000000,2
441.000000,253.000000,1
323.000000,80.000000,9
351.000000,399.000000,1
77.000000,152.000000,7
479.000000,217.000000,6
367.000000,142.000000,3
