79.000000,289.000000,9
99.000000,230.000000,4
153.000000,122.000000,4
399.000000,115.000000,4
370.000000,195.000000,10
125.000000,117.000000,1
225.000000,362.000000,1
96.000000,121.000000,7
320.000000,135.000000,10
391.000000,189.000000,5
283.000000,390.000000,1
443.000000,426.000000,5
405.000000,147.000000,8
37.000000,431.000000,9
432.000000,49.000000,1
161.000000,35.000000,9
441.000000,134.000000,8
5.000000,407.000000,6
257.000000,17.000000,9
82.000000,165.000000,2
67.000000,199.000000,10
482.000000,389.000000,4
130.000000,231.000000,1
204.000000,8.000000,2
110.000000,446.000000,2
219.000000,46.000000,2
449.000000,16.000000,3
30.000000,221.000000,9
222.000000,395.000000,4
43.000000,207.000000,9
2.000000,95.000000,9
372.000000,446.000000,7
347.000000,414.000000,2
59.000000,211.000000,10
36.000000,443.000000,10
373.000000,76.000000,5
218.000000,52.000000,6
102.000000,229.000000,7
483.000000,171.000000,1
260.000000,341.000000,2
382.000000,270.000000,7
28.000000,29.000000,9
256.000000,304.000000,6
197.000000,314.000000,5
436.000000,360.000000,2
351.000000,79.000000,3
0.000000,350.000000,5
253.000000,355.000000,10
92.000000,325.000000,4
90.000000,118.000000,6
218.000000,71.000000,5
175.000000,155.000000,8
439.000000,115.000000,2
467.000000,309.000000,6
304.000000,289.000000,4
148.000000,57.000000,9
322.000000,446.000000,9
282.000000,422.000000,2
92.000000,374.000000,2
274.000000,39.000000,8
76.000000,407.000000,10
416.000000,83.000000,10
268.000000,328.000000,10
274.000000,393.000000,2
19.000000,206.000000,8
465.000000,42.000000,4
151.000000,78.000000,3
381.000000,405.000000,3
24.000000,256.000000,9
436.000000,93.000000,9
183.000000,164.000000,5
462.000000,95.000000,2
219.000000,278.000000,5
352.000000,305.000000,6
228.000000,41.000000,2
234.000000,440.000000,8
405.000000,291.000000,6
410.000000,486.000000,7
188.000000,186.000000,3
340.000000,362.000000,4
93.000000,199.000000,5
46.000000,416.000000,9
321.000000,14.000000,1
230.000000,188.000000,3
195.000000,184.000000,1
434.000000,250.000000,3
127.000000,459.000000,4
53.000000,282.000000,10
316.000000,326.000000,9
1.000000,208.000000,1
