268.000000,136.000000,4
111.000000,180.000000,4
452.000000,342.000000,4
48.000000,317.000000,4
275.000000,231.000000,4
165.000000,298.000000,10
241.000000,66.000000,3
331.000000,97.000000,10
324.000000,71.000000,2
400.000000,144.000000,8
483.000000,105.000000,8
149.000000,194.000000,2
326.000000,352.000000,10
164.000000,375.000000,6
336.000000,227.000000,10
60.000000,469.000000,5
292.000000,474.000000,2
70.000000,61.000000,6
321.000000,124.000000,3
44.000000,348.000000,6
330.000000,206.000000,6
432.000000,161.000000,6
386.000000,121.000000,7
125.000000,3.000000,9
261.000000,296.000000,6
291.000000,211.000000,3
156.000000,426.000000,4
25.000000,217.000000,6
115.000000,14.000000,3
139.000000,242.000000,7
