422.000000,173.000000,8
386.000000,344.000000,5
222.000000,344.000000,9
329.000000,361.000000,4
463.000000,480.000000,4
171.000000,280.000000,5
410.000000,285.000000,5
102.000000,159.000000,4
467.000000,472.000000,9
204.000000,290.000000,8
459.000000,140.000000,5
49.000000,111.000000,4
197.000000,449.000000,6
370.000000,268.000000,4
337.000000,337.000000,9
225.000000,416.000000,4
273.000000,67.000000,7
207.000000,217.000000,7
358.000000,87.000000,1
91.000000,454.000000,2
53.000000,272.000000,4
375.000000,78.000000,9
431.000000,46.000000,6
138.000000,289.000000,8
320.000000,134.000000,4
49.000000,153.000000,2
37.000000,373.000000,7
232.000000,477.000000,9
119.000000,261.000000,10
75.000000,242.000000,10
249.000000,482.000000,4
282.000000,341.000000,2
454.000000,448.000000,7
128.000000,7.000000,9
399.000000,195.000000,6
68.000000,447.000000,9
471.000000,41.000000,5
278.000000,482.000000,1
154.000000,456.000000,7
215.000000,425.000000,3
185.000000,344.000000,3
139.000000,157.000000,4
171.000000,12.000000,5
375.000000,436.000000,6
352.000000,35.000000,4
268.000000,35.000000,5
197.000000,282.000000,5
144.000000,103.000000,5
107.000000,274.000000,7
92.000000,176.000000,10
21.000000,192.000000,8
206.000000,455.000000,5
92.000000,156.000000,3
492.000000,322.000000,8
480.000000,448.000000,9
478.000000,58.000000,1
467.000000,216.000000,7
132.000000,382.000000,4
314.000000,102.000000,3
331.000000,341.000000,3
