142.000000,250.000000,6
346.000000,451.000000,7
267.000000,165.000000,2
459.000000,472.000000,9
470.000000,209.000000,2
264.000000,46.000000,4
205.000000,178.000000,6
45.000000,460.000000,3
422.000000,278.000000,1
464.000000,487.000000,9
96.000000,338.000000,6
129.000000,38.000000,9
309.000000,69.000000,4
310.000000,93.000000,4
458.000000,139.000000,2
46.000000,88.000000,9
405.000000,419.000000,7
400.000000,439.000000,5
280.000000,225.000000,7
453.000000,422.000000,10
266.000000,236.000000,9
329.000000,476.000000,3
150.000000,497.000000,6
314.000000,152.000000,9
491.000000,56.000000,6
263.000000,221.000000,9
360.000000,81.000000,3
312.000000,414.000000,2
346.000000,399.000000,1
455.000000,287.000000,2
104.000000,299.000000,1
192.000000,325.000000,2
35.000000,350.000000,9
44.000000,150.000000,6
262.000000,167.000000,1
213.000000,15.000000,7
2.000000,356.000000,7
139.000000,429.000000,5
255.000000,237.000000,5
144.000000,18.000000,2
56.000000,339.000000,5
274.000000,127.000000,10
420.000000,292.000000,2
230.000000,343.000000,7
371.000000,175.000000,8
271.000000,272.000000,1
446.000000,61.000000,7
198.000000,108.000000,8
366.000000,33.000000,9
10.000000,183.000000,1
486.000000,158.000000,6
159.000000,233.000000,7
322.000000,351.000000,10
420.000000,140.000000,5
200.000000,435.000000,10
291.000000,348.000000,9
190.000000,36.000000,10
251.000000,120.000000,1
209.000000,331.000000,7
297.000000,291.000000,4
430.000000,64.000000,9
391.000000,444.000000,1
131.000000,130.000000,7
497.000000,295.000000,7
440.000000,365.000000,10
79.000000,109.000000,6
197.000000,273.000000,8
392.000000,312.000000,4
126.000000,251.000000,4
398.000000,382.000000,1
258.000000,41.000000,5
227.000000,214.000000,4
445.000000,243.000000,9
368.000000,257.000000,5
378.000000,9.000000,2
405.000000,66.000000,6
371.000000,350.000000,10
327.000000,262.000000,2
123.000000,177.000000,10
138.000000,42.000000,7
