351.000000,29.000000,6
271.000000,230.000000,3
103.000000,291.000000,3
108.000000,304.000000,3
16.000000,318.000000,6
160.000000,76.000000,1
179.000000,297.000000,4
297.000000,273.000000,2
405.000000,186.000000,5
84.000000,408.000000,8
432.000000,393.000000,7
210.000000,115.000000,7
425.000000,284.000000,4
319.000000,406.000000,5
202.000000,91.000000,7
478.000000,385.000000,2
290.000000,295.000000,2
83.000000,95.000000,2
61.000000,55.000000,9
42.000000,242.000000,2
162.000000,126.000000,1
108.000000,444.000000,4
151.000000,428.000000,9
116.000000,120.000000,9
285.000000,132.000000,3
129.000000,131.000000,10
451.000000,328.000000,1
274.000000,79.000000,3
338.000000,50.000000,6
445.000000,197.000000,3
311.000000,90.000000,3
3.000000,37.000000,10
293.000000,92.000000,7
256.000000,420.000000,2
373.000000,186.000000,1
68.000000,83.000000,2
188.000000,340.000000,2
164.000000,367.000000,6
88.000000,400.000000,3
38.000000,456.000000,2
360.000000,207.000000,10
107.000000,234.000000,1
376.000000,78.000000,9
218.000000,385.000000,7
446.000000,266.000000,3
53.000000,341.000000,8
189.000000,209.000000,2
51.000000,422.000000,3
131.000000,218.000000,1
491.000000,397.000000,10
161.000000,210.000000,10
286.000000,142.000000,3
12.000000,129.000000,1
140.000000,471.000000,3
316.000000,80.000000,8
401.000000,106.000000,9
229.000000,412.000000,4
373.000000,477.000000,9
356.000000,14.000000,6
315.000000,296.000000,7
437.000000,208.000000,5
93.000000,375.000000,6
412.000000,213.000000,1
475.000000,382.000000,9
136.000000,23.000000,2
175.000000,271.000000,9
281.000000,432.000000,7
303.000000,60.000000,4
363.000000,488.000000,6
203.000000,79.000000,3
